NDB_No,Shrt_Desc,Water_g,Energ_Kcal,Protein_g,Lipid_Tot_g,Ash_g,Carbohydrt_g,Fiber_TD_g,Sugar_Tot_g,Calcium_mg,Iron_mg,Magnesium_mg,Phosphorus_mg,Potassium_mg,Sodium_mg,Zinc_mg,Copper_mg,Manganese_mg,Selenium_mcg,Vit_C_mg,Thiamin_mg,Riboflavin_mg,Niacin_mg,Panto_Acid_mg,Vit_B6_mg,Folate_Tot_mcg,Folic_Acid_mcg,Food_Folate_mcg,Folate_DFE_mcg,Choline_Tot_mg,Vit_B12_mcg,Vit_A_IU,Vit_A_RAE,Retinol_mcg,Alpha_Carot_mcg,Beta_Carot_mcg,Beta_Crypt_mcg,Lycopene_mcg,Lut_and_Zea_mcg,Vit_E_mg,Vit_D_mcg,Vit_D_IU,Vit_K_mcg,FA_Sat_g,FA_Mono_g,FA_Poly_g,Cholestrl_mg,GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2,Refuse_Pct
11362,"POTATOES,RAW,SKIN",83.29,58,2.57,0.1,1.61,12.44,2.5,,30,3.24,23,38,413,10,0.35,0.423,0.602,0.3,11.4,0.021,0.038,1.033,0.302,0.239,17,0,17,17,,0.0,0,0,0,,,,,,,0,0,,0.026,0.002,0.043,0,38,1 skin,,,0
1199,"CREAM,HALF & HALF,FAT FREE",86.0,59,2.6,1.4,1,9,0,5,96,0,16,151,206,100,0.81,0.016,0.002,2.9,0.7,0.056,0.237,0.124,0.459,0.062,4,0,4,4,15,0.52,43,12,12,0,3,0,0,0,0.04,0,0,0.2,0.841,0.384,0.052,5,29,2 tbsp,484,1 pint,0
1256,"YOGURT,GREEK,PLN,NONFAT",85.1,59,10.19,0.39,0.72,3.6,0,3.24,110,0.07,11,135,141,36,0.52,0.017,0.009,9.7,0,0.023,0.278,0.208,0.331,0.063,7,0,7,7,15.1,0.75,4,1,1,0,0,0,0,0,0.01,0,0,0,0.117,0.053,0.012,5,170,1 container,,,0
9500,"APPLES,RAW,RED DELICIOUS,W/ SKN",85.33,59,0.27,0.2,0.14,14.06,2.3,10.48,6,0.11,5,12,104,1,0.04,0.027,0.034,0,,0.015,0.025,0.075,0.051,0.034,3,,3,,3.4,,55,3,,0,27,12,0,31,0.24,,,2.6,,,,,109,"1 cup, sliced",260,1 large,11
16279,HOUSE FOODS PREMIUM SOFT TOFU,88.08,59,6.38,2.71,0.64,2.19,0.8,0.53,78,1.53,,,,34,,,,,0.9,,,,,,,,,,,,34,,,,,,,,,,,,0.48,0.63,1.61,0,56,2 oz,84,3 oz,0
9176,"MANGOS,RAW",83.46,60,0.82,0.38,0.36,14.98,1.6,13.66,11,0.16,10,14,168,1,0.09,0.111,0.063,0.6,36.4,0.028,0.038,0.669,0.197,0.119,43,0,43,43,7.6,0.0,1082,54,0,9,640,10,3,23,0.9,0,0,4.2,0.092,0.14,0.071,0,165,"1 cup, pieces",336,"1 fruit, without refuse",29
1077,"MILK,WHL,3.25% MILKFAT,W/ ADDED VITAMIN D",88.13,61,3.15,3.25,0.67,4.8,0,5.05,113,0.03,10,84,132,43,0.37,0.025,0.004,3.7,0,0.046,0.169,0.089,0.373,0.036,5,0,5,5,14.3,0.45,162,46,45,0,7,0,0,0,0.07,1.3,51,0.3,1.865,0.812,0.195,10,244,1 cup,30.5,1 fl oz,0
1089,"MILK,LO NA,FLUID",88.2,61,3.1,3.46,0.78,4.46,0,4.46,101,0.05,5,86,253,3,0.38,0.01,0.004,2,0.9,0.02,0.105,0.043,0.304,0.034,5,0,5,5,16,0.36,105,29,28,0,7,0,0,0,0.08,1.3,51,0.3,2.154,0.999,0.128,14,244,1 cup,30.5,1 fl oz,0
1116,"YOGURT,PLN,WHL MILK,8 GRAMS PROT PER 8 OZ",87.9,61,3.47,3.25,0.72,4.66,0,4.66,121,0.05,12,95,155,46,0.59,0.009,0.004,2.2,0.5,0.029,0.142,0.075,0.389,0.032,7,0,7,7,15.2,0.37,99,27,27,0,5,0,0,0,0.06,0.1,2,0.2,2.096,0.893,0.092,13,170,"1 container,  (6 oz)",227,"1 container,  (8 oz)",0
1211,"MILK,WHL,3.25% MILKFAT,WO/ ADDED VIT A & VITAMIN D",88.13,61,3.15,3.27,0.67,4.78,0,5.05,113,0.03,10,84,132,43,0.37,0.025,0.004,3.7,0,0.046,0.169,0.089,0.373,0.036,5,0,5,5,14.3,0.45,162,46,45,0,7,0,0,0,0.07,0.1,2,0.3,1.865,0.812,0.195,10,244,1 cup,15,1 tbsp,0
9148,"KIWIFRUIT,GRN,RAW",83.07,61,1.14,0.52,0.61,14.66,3,8.99,34,0.31,17,34,312,3,0.14,0.13,0.098,0.2,92.7,0.027,0.025,0.341,0.183,0.063,25,0,25,25,7.8,0.0,87,4,0,0,52,0,0,122,1.46,0,0,40.3,0.029,0.047,0.287,0,180,"1 cup, sliced",69,"1 fruit,  (2"" dia)",24
11246,"LEEKS,(BULB&LOWER LEAF-PORTION),RAW",83.0,61,1.5,0.3,1.05,14.15,1.8,3.9,59,2.1,28,35,180,20,0.12,0.12,0.481,1,12,0.06,0.03,0.4,0.14,0.233,64,0,64,64,9.5,0.0,1667,83,0,0,1000,0,0,1900,0.92,0,0,47,0.04,0.004,0.166,0,89,1 cup,89,1 leek,56
1230,"MILK,BTTRMLK,FLUID,WHL",87.91,62,3.21,3.31,0.68,4.88,0,4.88,115,0.03,10,85,135,105,0.38,0.025,0.004,3.7,0,0.047,0.172,0.09,0.38,0.036,5,0,5,5,14.6,0.46,165,47,46,0,7,0,0,0,0.07,1.3,52,0.3,1.899,0.827,0.198,11,245,1 cup,,,0
1290,"KEFIR,LOWFAT,STRAWBERRY,LIFEWAY",84.82,62,3.39,0.9,0.68,10.2,0,9.21,119,0.04,11,96,154,37,0.44,0.009,0.005,3.6,1.5,0.03,0.21,0.105,0.38,0.06,22,0,22,22,15.2,0.31,599,178,178,0,3,0,0,0,0.06,1.1,44,1.2,0.533,0.262,0.041,5,,,,,0
9413,"PEARS,RAW,RED ANJOU",84.24,62,0.33,0.14,0.35,14.94,3,9.54,11,0.19,7,13,123,1,0.13,0.07,0.056,0.1,5.2,0.012,0.028,0.162,0.053,0.039,7,,7,,5.1,,24,1,,0,14,1,0,53,0.12,,,4.9,,,,,126,1 small,157,1 medium,11
11653,"BEANS,PINTO,MATURE SEEDS,SPROUTED,RAW",81.3,62,5.25,0.9,0.95,11.6,,,43,1.97,53,94,307,153,0.5,0.32,0.366,0.6,21.7,0.23,0.175,2.28,0.74,0.171,118,0,118,118,,0.0,2,0,0,,,,,,,0,0,,0.109,0.067,0.523,0,,,,,0
16162,"MORI-NU,TOFU,SILKEN,FIRM",87.4,62,6.9,2.7,0.6,2.4,0.1,1.27,32,1.03,27,90,194,36,0.61,0.203,,,0,0.101,0.041,0.247,,0.011,,,,,,0.0,0,0,0,,,,,,,,,,0.406,0.539,1.485,0,84,1 slice,,,0
1117,"YOGURT,PLN,LOFAT,12 GRAMS PROT PER 8 OZ",85.07,63,5.25,1.55,1.09,7.04,0,7.04,183,0.08,17,144,234,70,0.89,0.013,0.004,3.3,0.8,0.044,0.214,0.114,0.591,0.049,11,0,11,11,15.2,0.56,51,14,14,0,2,0,0,0,0.03,0,1,0.2,1.0,0.426,0.044,6,170,"1 container,  (6 oz)",227,"1 container,  (8 oz)",0
9070,"CHERRIES,SWEET,RAW",82.25,63,1.06,0.2,0.48,16.01,2.1,12.82,13,0.36,11,21,222,0,0.07,0.06,0.07,0,7,0.027,0.033,0.154,0.199,0.049,4,0,4,4,6.1,0.0,64,3,0,0,38,0,0,85,0.07,0,0,2.1,0.038,0.047,0.052,0,138,"1 cup, with pits yields",154,"1 cup, without pits",8
9083,"CURRANTS,EUROPEAN BLACK,RAW",81.96,63,1.4,0.41,0.86,15.38,,,55,1.54,24,59,322,2,0.27,0.086,0.256,,181,0.05,0.05,0.3,0.398,0.066,,,,,,0.0,230,12,0,,,,,,1,,,,0.034,0.058,0.179,0,112,1 cup,,,2
9504,"APPLES,RAW,FUJI,W/ SKN",84.16,63,0.2,0.18,0.24,15.22,2.1,11.68,7,0.1,5,13,109,1,0.04,0.025,0.031,0,,0.013,0.026,0.07,0.051,0.045,3,,3,,3.4,,38,2,,0,17,11,0,11,0.18,,,1,,,,,109,"1 cup, sliced",236,1 large,11
9520,"KIWIFRUIT,ZESPRI SUNGOLD,RAW",82.44,63,1.02,0.28,0.47,15.79,1.4,12.3,17,0.21,12,25,315,3,0.08,0.151,0.048,0.4,161.3,0.0,0.074,0.231,0.12,0.079,31,0,31,31,1.9,0.08,23,1,0,0,14,,0,24,1.4,0,0,6.1,0.065,0.023,0.111,0,81,1 fruit,,,28
1078,"MILK,PRODUCER,FLUID,3.7% MILKFAT",87.69,64,3.28,3.66,0.72,4.65,0,,119,0.05,13,93,151,49,0.38,0.01,0.004,2,1.5,0.038,0.161,0.084,0.313,0.042,5,0,5,5,,0.36,138,33,31,,,,,,,,,,2.278,1.057,0.136,14,244,1 cup,976,1 quart,0
9415,"PEARS,RAW,GRN ANJOU",83.31,66,0.44,0.1,0.37,15.79,3.1,9.73,11,0.24,7,13,127,1,0.1,0.077,0.048,0,4.4,0.01,0.022,0.151,0.043,0.026,9,,9,,5.1,,25,1,,0,14,1,0,46,0.12,,,4.3,,,,,140,"1 cup, sliced",172,1 small,10
16252,SILK PLN SOY YOGURT,84.67,66,2.64,1.76,1.24,9.69,0.4,5.29,132,,,,,13,,,,,13.2,,,,,,,,,,,,0,,,,,,,,,1.3,53,,0.22,,,0,227,1 container,,,0
5286,"TURKEY AND GRAVY,FROZEN",85.07,67,5.88,2.63,1.81,4.61,0,,14,0.93,8,81,61,554,0.7,0.022,0.005,19.2,0,0.024,0.127,1.799,0.213,0.1,4,0,4,4,,0.24,42,13,13,,,,,,,,,,0.85,0.97,0.47,18,85,3 oz,142,"1 package,  (net weight, 5 oz)",0
9414,"PEARS,RAW,BOSC",83.18,67,0.36,0.09,0.28,16.1,3.1,10.23,10,0.15,7,14,122,1,0.13,0.104,0.047,0,2.8,0.012,0.023,0.152,0.057,0.021,7,,7,,5.1,,19,1,,0,11,0,0,11,0.12,,,5.2,,,,,140,"1 cup, sliced",159,1 small,10
11046,"BEANS,NAVY,MATURE SEEDS,SPROUTED,RAW",79.15,67,6.15,0.7,0.95,13.05,,,15,1.93,101,100,307,13,0.89,0.356,0.408,0.6,18.8,0.39,0.215,1.22,0.825,0.191,132,0,132,132,,0.0,4,0,0,,,,,,,0,0,,0.085,0.052,0.407,0,104,1 cup,,,0
1106,"MILK,GOAT,FLUID,W/ ADDED VITAMIN D",87.03,69,3.56,4.14,0.82,4.45,0,4.45,134,0.05,14,111,204,50,0.3,0.046,0.018,1.4,1.3,0.048,0.138,0.277,0.31,0.046,1,0,1,1,16,0.07,198,57,56,0,7,0,0,0,0.07,1.3,51,0.3,2.667,1.109,0.149,11,30.5,1 fl oz,244,1 cup,0
11354,"POTATOES,WHITE,FLESH & SKN,RAW",81.58,69,1.68,0.1,0.94,15.71,2.4,1.15,9,0.52,21,62,407,16,0.29,0.116,0.145,0.3,9.1,0.071,0.034,1.066,0.281,0.203,18,0,18,18,11,0.0,8,0,0,0,5,0,0,13,0.01,0,0,1.6,0.026,0.002,0.043,0,75,".5 cup, diced",369,"1 large,  (3"" to 4-1/4"" dia.)",25
15172,"SCALLOP,MIXED SPECIES,RAW",82.53,69,12.06,0.49,1.74,3.18,0,0,6,0.38,22,334,205,392,0.91,0.023,0.017,12.8,0,0.007,0.015,0.703,0.215,0.073,16,0,16,16,65,1.41,3,1,1,0,0,0,0,0,0,0,1,0,0.128,0.048,0.13,24,30,"1 unit,  2 large or 5 small",85,3 oz,0
9263,"PERSIMMONS,JAPANESE,RAW",80.32,70,0.58,0.19,0.33,18.59,3.6,12.53,8,0.15,9,17,161,1,0.11,0.113,0.355,0.6,7.5,0.03,0.02,0.1,,0.1,8,0,8,8,7.6,0.0,1627,81,0,0,253,1447,159,834,0.73,0,0,2.6,0.02,0.037,0.043,0,168,"1 fruit,  (2-1/2"" dia)",,,16
11355,"POTATOES,RED,FLESH & SKN,RAW",80.96,70,1.89,0.14,1.1,15.9,1.7,1.29,10,0.73,22,61,455,18,0.33,0.134,0.141,0.5,8.6,0.081,0.031,1.149,0.279,0.17,18,0,18,18,16.4,0.0,7,0,0,0,4,0,0,21,0.01,0,0,2.9,0.035,0.003,0.059,0,75,".5 cup, diced",369,"1 potato, large (3"" to 4-1/4"" dia)",25
1016,"CHEESE,COTTAGE,LOWFAT,1% MILKFAT",82.48,72,12.39,1.02,1.39,2.72,0,2.72,61,0.14,5,134,86,406,0.38,0.028,0.003,9,0,0.021,0.165,0.128,0.215,0.068,12,0,12,12,17.5,0.63,41,11,11,0,3,0,0,0,0.01,0,0,0.1,0.645,0.291,0.031,4,113,4 oz,226,"1 cup,  (not packed)",0
1303,"CREAM,HALF & HALF,LOWFAT",87.83,72,3.33,5.0,0.51,3.33,0,3.33,133,0,10,95,132,50,0.39,0.009,,3.2,0,0.03,0.194,0.109,,0.05,3,0,3,3,18.7,0.19,170,47,46,0,11,0,0,0,0.12,0,1,0.6,3.276,1.526,0.257,17,,,,,0
11154,"CHICORY ROOTS,RAW",80.0,72,1.4,0.2,0.89,17.51,1.5,8.73,41,0.8,22,61,290,50,0.33,0.077,0.233,0.7,5,0.04,0.03,0.4,0.323,0.241,23,0,23,23,,0.0,6,0,0,,,,,,,0,0,,0.048,0.004,0.087,0,60,1 root,45,".5 cup,  (1"" pieces)",18
11677,"SHALLOTS,RAW",79.8,72,2.5,0.1,0.8,16.8,3.2,7.87,37,1.2,21,60,334,12,0.4,0.088,0.292,1.2,8,0.06,0.02,0.2,0.29,0.345,34,0,34,34,11.3,0.0,4,0,0,0,3,0,0,8,0.04,0,0,0.8,0.017,0.014,0.039,0,10,"1 tbsp, chopped",,,12
1287,"YOGURT,GREEK,PLN,LOWFAT",83.56,73,9.95,1.92,0.63,3.94,0,3.56,115,0.04,11,137,141,34,0.6,0.021,0.007,12.4,0.8,0.044,0.233,0.197,0.47,0.055,12,0,12,12,15.2,0.52,309,90,90,0,6,0,0,1,0.04,0,0,0.2,1.23,0.486,0.076,10,200,"1 container,  (7 oz)",,,0
11226,"JERUSALEM-ARTICHOKES,RAW",78.01,73,2.0,0.01,2.54,17.44,1.6,9.6,14,3.4,17,78,429,4,0.12,0.14,0.06,0.7,4,0.2,0.06,1.3,0.397,0.077,13,0,13,13,30,0.0,20,1,0,0,12,0,0,0,0.19,0,0,0.1,0.0,0.004,0.001,0,150,"1 cup, slices",,,31
1180,"SOUR CREAM,FAT FREE",80.6,74,3.1,0.0,0.7,15.6,0,0.39,125,0,10,95,129,141,0.5,0.016,,5.3,0,0.04,0.15,0.07,,0.02,11,0,11,11,19.2,0.3,255,73,72,0,9,0,0,0,0,0,0,0,0.0,0.0,0.0,9,12,1 tablespoon,230,1 cup,0
9089,"FIGS,RAW",79.11,74,0.75,0.3,0.66,19.18,2.9,16.26,35,0.37,17,14,232,1,0.15,0.07,0.128,0.2,2,0.06,0.05,0.4,0.3,0.113,6,0,6,6,4.7,0.0,142,7,0,0,85,0,0,9,0.11,0,0,4.7,0.06,0.066,0.144,0,64,"1 large,  (2-1/2"" dia)",50,"1 medium,  (2-1/4"" dia)",1
15033,"HADDOCK,RAW",83.38,74,16.32,0.45,1.28,0,0,0,11,0.17,21,227,286,213,0.32,0.021,0.011,25.9,0,0.02,0.057,3.363,0.403,0.281,12,0,12,12,65,1.83,57,17,17,0,0,0,0,0,0.45,0.5,18,0.1,0.091,0.061,0.166,54,85,3 oz,193,1 fillet,0
11298,"PARSNIPS,RAW",79.53,75,1.2,0.3,0.98,17.99,4.9,4.8,36,0.59,29,71,375,10,0.59,0.12,0.56,1.8,17,0.09,0.05,0.7,0.6,0.09,67,0,67,67,,0.0,0,0,0,0,0,0,0,0,1.49,0,0,22.5,0.05,0.112,0.047,0,133,"1 cup, slices",,,15
15054,"MONKFISH,RAW",83.24,76,14.48,1.52,1.21,0,0,,8,0.32,21,200,400,18,0.41,0.028,0.024,36.5,1,0.025,0.06,2.1,0.15,0.24,7,0,7,7,,0.9,40,12,12,,,,,,,,,,0.34,0.24,0.61,25,85,3 oz,,,0
11352,"POTATOES,FLESH & SKN,RAW",79.25,77,2.05,0.09,1.11,17.49,2.1,0.82,12,0.81,23,57,425,6,0.3,0.11,0.153,0.4,19.7,0.081,0.032,1.061,0.295,0.298,15,0,15,15,12.1,0.0,2,0,0,0,1,0,0,9,0.01,0,0,2,0.025,0.002,0.042,0,75,".5 cup, diced",369,"1 Potato, large (3"" to 4-1/4"" dia)",25
15147,"LOBSTER,NORTHERN,RAW",80.95,77,16.52,0.75,1.88,0,0,0,84,0.26,38,161,200,423,3.53,1.349,0.056,63.6,0,0.02,0.014,1.591,1.449,0.104,10,0,10,10,70.3,1.25,4,1,1,0,0,0,0,0,0.87,0,1,0,0.181,0.22,0.296,127,150,1 lobster,85,3 oz,0
11353,"POTATOES,RUSSET,FLESH & SKN,RAW",78.58,79,2.14,0.08,1.13,18.07,1.3,0.62,13,0.86,23,55,417,5,0.29,0.103,0.157,0.4,5.7,0.082,0.033,1.035,0.301,0.345,14,0,14,14,12.6,0.0,1,0,0,0,0,0,0,5,0.01,0,0,1.8,0.026,0.002,0.043,0,75,".5 cup, diced",369,"1 potato, large (3"" to 4-1/4"" dia)",25
1281,"YOGURT,GREEK,NONFAT,STRAWBERRY,CHOBANI",79.62,80,8.03,0.12,0.6,11.62,0.7,10.86,99,0.12,10,112,124,33,0.44,0.019,0.033,9.5,0.3,0.031,0.28,0.213,0.335,0.05,,,,,,0.45,,,,,,,,,,,,,0.103,0.024,0.01,,150,5.3 oz,,,0
11216,"GINGER ROOT,RAW",78.89,80,1.82,0.75,0.77,17.77,2,1.7,16,0.6,43,34,415,13,0.34,0.226,0.229,0.7,5,0.025,0.034,0.75,0.203,0.16,11,0,11,11,28.8,0.0,0,0,0,0,0,0,0,0,0.26,0,0,0.1,0.203,0.154,0.154,0,2,1 tsp,24,".25 cup, slices (1"" dia)",7
1015,"CHEESE,COTTAGE,LOWFAT,2% MILKFAT",81.24,81,10.45,2.27,1.27,4.76,0,4,111,0.13,9,150,125,308,0.51,0.033,0.015,11.9,0,0.02,0.251,0.103,0.524,0.057,8,0,8,8,16.3,0.47,225,68,68,0,6,0,0,0,0.08,0,0,0,1.235,0.516,0.083,12,113,4 oz,226,"1 cup,  (not packed)",0
11304,"PEAS,GREEN,RAW",78.86,81,5.42,0.4,0.87,14.45,5.7,5.67,25,1.47,33,108,244,5,1.24,0.176,0.41,1.8,40,0.266,0.132,2.09,0.104,0.169,65,0,65,65,28.4,0.0,765,38,0,21,449,0,0,2477,0.13,0,0,24.8,0.071,0.035,0.187,0,145,1 cup,,,62
1285,"YOGURT,GREEK,STRAWBERRY,NONFAT",79.13,82,8.05,0.15,0.59,12.07,0.6,11.27,97,0.09,10,113,132,33,0.45,0.019,0.033,9.4,0.3,0.037,0.253,0.213,0.358,0.05,20,0,20,20,14,0.49,4,0,0,0,2,0,0,4,0.02,1,40,0,0.105,0.026,0.014,4,150,"1 container,  (5.3 oz)",,,0
15015,"COD,ATLANTIC,RAW",81.22,82,17.81,0.67,1.16,0,0,0,16,0.38,32,203,413,54,0.45,0.028,0.015,33.1,1,0.076,0.065,2.063,0.153,0.245,7,0,7,7,65.2,0.91,40,12,12,0,0,0,0,0,0.64,0.9,36,0.1,0.131,0.094,0.231,43,85,3 oz,231,1 fillet,0
9286,"POMEGRANATES,RAW",77.93,83,1.67,1.17,0.53,18.7,4,13.67,10,0.3,12,36,236,3,0.35,0.158,0.119,0.5,10.2,0.067,0.053,0.293,0.377,0.075,38,0,38,38,7.6,0.0,0,0,0,0,0,0,0,0,0.6,0,0,16.4,0.12,0.093,0.079,0,87,".5 cup, arils (seed/juice sacs)",282,"1 pomegranate,  (4"" dia)",44
16159,"TOFU,EX FIRM,PREP W/NIGARI",82.31,83,9.98,5.26,1.28,1.18,1,0.71,282,2.04,35,111,130,4,1.07,0.2,0.666,13,0,0.048,0.048,0.241,0.844,0.083,9,0,9,9,33,0.0,0,0,0,0,0,0,0,0,0.01,0,0,2.8,0.919,1.318,2.657,0,91,.2 block,,,0
15023,"FISH,MAHIMAHI,RAW",77.55,85,18.5,0.7,2.1,0,0,,15,1.13,30,143,416,88,0.46,0.041,0.015,36.5,0,0.02,0.07,6.1,0.75,0.4,5,0,5,5,,0.6,180,54,54,,,,,,,,,,0.188,0.121,0.165,73,85,3 oz,204,1 fillet,0
16281,HOUSE FOODS PREMIUM FIRM TOFU,82.87,85,10.92,4.19,1.05,0.97,0.9,0.4,149,1.69,,,,33,,,,,1.1,,,,,,,,,,,,0,,,,,,,,,,,,0.71,0.97,2.51,0,56,2 oz,84,3 oz,0
11507,"SWEET POTATO,RAW,UNPREP",77.28,86,1.57,0.05,0.99,20.12,3,4.18,30,0.61,25,47,337,55,0.3,0.151,0.258,0.6,2.4,0.078,0.061,0.557,0.8,0.209,11,0,11,11,12.3,0.0,14187,709,0,7,8509,0,0,0,0.26,0,0,1.8,0.018,0.001,0.014,0,133,"1 cup, cubes",130,"1 sweetpotato,  5"" long",28
11900,"CORN,SWEET,WHITE,RAW",75.96,86,3.22,1.18,0.62,19.02,2.7,3.22,2,0.52,37,89,270,15,0.45,0.054,0.161,0.6,6.8,0.2,0.06,1.7,0.76,0.055,46,0,46,46,,0.0,1,0,0,0,1,0,0,34,0.07,0,0,0.3,0.182,0.347,0.559,0,73,"1 ear,  small (5-1/2"" to 6-1/2"" long)",90,"1 ear,  medium (6-3/4"" to 7-1/2"" long)",64
15157,"CLAM,MIXED SPECIES,RAW",78.98,86,14.67,0.96,1.82,3.57,0,0,39,1.62,19,198,46,601,0.51,0.053,0.085,30.6,0,0.015,0.04,0.35,0.148,0.01,5,0,5,5,65,11.28,300,90,90,0,0,0,0,0,0.68,0,1,0.2,0.187,0.12,0.192,30,85,3 oz,20,1 large,0
15164,"MUSSEL,BLUE,RAW",80.58,86,11.9,2.24,1.59,3.69,0,0,26,3.95,34,197,320,286,1.6,0.094,3.4,44.8,8,0.16,0.21,1.6,0.5,0.05,42,0,42,42,65,12.0,160,48,48,0,0,0,0,0,0.55,0,0,0.1,0.425,0.507,0.606,28,150,1 cup,28.35,1 oz,0
11973,"BEANS,FAVA,IN POD,RAW",72.6,88,7.92,0.73,1.12,17.63,7.5,9.21,37,1.55,33,129,332,25,1.0,0.402,0.661,0.8,3.7,0.133,0.29,2.249,0.225,0.104,148,0,148,148,,0.0,333,17,0,0,196,9,0,1811,1.16,0,0,40.9,0.118,0.104,0.342,0,126,1 cup,6.1,1 pod,3
16254,SILK RASPBERRY SOY YOGURT,77.59,88,2.35,1.18,1.24,17.65,0.6,12.94,176,0.64,,,,15,,,,,17.6,,,,,,,,,,,,0,,,,,,,,,,,,0.0,,,0,170,1 container,,,0
16256,SILK BLACK CHERRY SOY YOGURT,78.18,88,2.35,1.18,1.24,17.06,0.6,11.76,176,0.64,,,,12,,,,,17.6,,,,,,,,,,,,0,,,,,,,,,,,,0.0,,,0,170,1 container,,,0
16257,SILK BLUEBERRY SOY YOGURT,78.18,88,2.35,1.18,1.24,17.06,0.6,12.35,176,0.64,,,,15,,,,,17.6,,,,,,,,,,,,0,,,,,,,,,,,,0.0,,,0,170,1 container,,,0
16258,SILK KEY LIME SOY YOGURT,77.59,88,2.35,1.18,1.24,17.65,0.6,12.35,176,0.64,,,,15,,,,,17.6,,,,,,,,,,,,0,,,,,,,,,,,,0.0,,,0,170,1 container,,,0
16259,SILK BANANA-STRAWBERRY SOY YOGURT,78.18,88,2.35,1.18,1.24,17.06,0.6,10.59,176,0.64,,,,15,,,,,17.6,,,,,,,,,,,,0,,,,,,,,,,,,0.0,,,0,170,1 container,,,0
9040,"BANANAS,RAW",74.91,89,1.09,0.33,0.82,22.84,2.6,12.23,5,0.26,27,22,358,1,0.15,0.078,0.27,1,8.7,0.031,0.073,0.665,0.334,0.367,20,0,20,20,9.8,0.0,64,3,0,25,26,0,0,22,0.1,0,0,0.5,0.112,0.032,0.073,0,225,"1 cup, mashed",150,"1 cup, sliced",36
11358,"POTATOES,RED,FLESH & SKN,BKD",76.67,89,2.3,0.15,1.29,19.59,1.8,1.43,9,0.7,28,72,545,12,0.4,0.174,0.173,,12.6,0.072,0.05,1.595,0.341,0.212,27,0,27,27,18.9,0.0,10,1,0,0,6,0,0,27,0.08,0,0,2.8,0.026,0.002,0.043,0,299,"1 potato, large (3"" to 4-1/4"" dia.",173,"1 potato, medium (2-1/4"" to 3-1/4"" dia.)",0
15108,"SUNFISH,PUMPKIN SEED,RAW",79.5,89,19.4,0.7,1.1,0,0,,80,1.2,30,180,350,80,1.55,0.3,0.7,12.6,1,0.08,0.07,1.2,0.75,0.12,15,0,15,15,,2.0,50,15,15,,,,,,,,,,0.139,0.117,0.246,67,48,1 fillet,85,3 oz,0
15031,"GROUPER,MIXED SPECIES,RAW",79.22,92,19.38,1.02,1.17,0,0,,27,0.89,31,162,483,53,0.48,0.02,0.014,36.5,0,0.07,0.005,0.313,0.75,0.3,9,0,9,9,,0.6,143,43,43,,,,,,,,,,0.233,0.202,0.321,37,85,3 oz,259,1 fillet,0
11357,"POTATOES,WHITE,FLESH & SKN,BKD",75.43,94,2.1,0.15,1.24,21.08,2.1,1.53,10,0.64,27,75,544,7,0.35,0.127,0.189,0.5,12.6,0.048,0.043,1.528,0.383,0.211,38,0,38,38,14.4,0.0,10,1,0,0,6,0,0,30,0.04,0,0,2.7,0.022,0.002,0.037,0,299,"1 potato, large (3"" to 4-1/4"" dia)",173,"1 potato, medium (2-1/4"" to 3-1/4"" dia)",0
16253,SILK STRAWBERRY SOY YOGURT,77.0,94,2.35,1.18,1.24,18.24,0.6,12.94,176,0.64,,,,15,,,,,17.6,,,,,,,,,,,,0,,,,,,,,,,,,0.0,,,0,170,1 container,,,0
16255,SILK PEACH SOY YOGURT,76.41,94,2.35,1.18,1.24,18.82,0.6,14.71,176,0.64,,,,15,,,,,17.6,,,,,,,,,,,,0,,,,,,,,,,,,0.0,,,0,170,1 container,,,0
1218,"YOGURT,FRUIT VAR,NONFAT,FORT W/ VITAMIN D",75.4,95,4.4,0.2,1,19,0,19,152,0.07,15,119,194,58,0.74,0.011,0.035,6,0.7,0.04,0.18,0.1,,0.04,9,0,9,9,16.4,0.47,12,2,2,0,4,0,0,8,0.06,1.3,52,1.1,0.119,0.05,0.016,2,170,"1 container,  (6 oz)",125,"1 container,  (4.4 oz)",0
15010,"CATFISH,CHANNEL,WILD,RAW",80.36,95,16.38,2.82,0.96,0,0,,14,0.3,23,209,358,43,0.51,0.034,0.025,12.6,0.7,0.21,0.072,1.907,0.765,0.116,10,0,10,10,,2.23,50,15,15,,,,,,,12.5,500,,0.722,0.844,0.865,58,85,3 oz,159,1 fillet,0
15261,"FISH,TILAPIA,RAW",78.08,96,20.08,1.7,0.93,0,0,0,10,0.56,27,170,302,52,0.33,0.075,0.037,41.8,0,0.041,0.063,3.903,0.487,0.162,24,0,24,24,42.5,1.58,0,0,0,0,0,0,0,0,0.4,3.1,124,1.4,0.585,0.498,0.363,50,116,1 fillet,,,0
1293,"YOGURT,GREEK,PLN,WHL MILK",81.3,97,9.0,5.0,0.72,3.98,0,4,100,0,11,135,141,35,0.52,0.017,0.009,9.7,0,0.023,0.278,0.208,0.331,0.063,5,0,5,5,15.1,0.75,15,2,1,0,7,0,0,0,0.01,0,0,0,2.395,2.136,0.469,13,,,,,0
